,content
84,"홍콩 최대의 항공사인 캐세이퍼시픽항공(Cathay Pacific Airways,     )이 49.3억 홍콩달러(약 7,125억원, 현금 22.5억 홍콩달러 및 채무인수 26.8억 홍콩달러)에 홍콩의 저가항공사 HK 익스프레스(HK Express,     )를 중국의 하이항그룹(HNA,     ) 으로부터 인수하기로 했다고..."
85,"그래서 요새 전세계적으로 중단거리 노선이 늘어나고, 저가항공사가 활성화 되면서 보잉 737이 에어버스의 A320과 함께 각광받고 있다고... 중국 국적 항공사들은 모든 MAX8 기종의 운항을 중단했구요. 에티오피아항공, 영국 케이맨항공, 인도 가루다항공, 인도네시아 라이언에어..."
86,"오늘은 미국 항공사 / 제조사 / 모델 별 비행기 수 안내입니다. 세계 최고의 항공산업을 자랑하는 미국의 항공사는 몇이나 되고 그 규모는 어떠한지 알아보겠습니다. 2017 년도에 집계 된 미국의 상업용 항공기는 7,309개로 나타났습니다. 미국 항공사 별 비행기 수..."
87,"저비용항공, 대형항공사도 경쟁심화, 항공주 주가 전망은? 저비용항공사 춘추전국시대 1> 저비용항공사 앞으로 더 늘어날거라는데 과연 주가는 어덯게 될지 저비용항공, 저가항공? Low cost carrier 저비용 항공사(      , Low Cost Carrier;LCC)는 기내 서비스를 줄이거나 보유 항공기의..."
88,그래서 오늘은 가까운 해외를 나갈 때 잘 이용하고 계시는 LCC 항공사(저가항공)에 대해서 한번 알아보려고 해요! LCC 항공사(저가항공)의 역사는 생각보다 길지 않아요! 하지만 최근에 정말 가파른 성장세를 보이고 있으며 앞으로도 정말 전망이 밝은 편이라 할 수 있겠는데요~! 1971년 미국의...
89,"[얼리 바캉스] 항공사 직원이 뽑은 올여름 'HOT' 여행지 'TOP' 10 안녕하세요. 여플(여행+) 장주영 에디터입니다. 한 손에는 손수건, 다른 손에는... 자의든 타의든 여행분야 최전선에 있는 항공사 직원들은 어느 곳을 선호할까요. 제주항공 임직원 656명에게  올 여름 가장 가고 싶은 여행지 를..."
90,결국 다시 수화물을 찾지 못하고 우리는 쿠바의 트리니다드로 향한다 에어캐나다 (Air Canada) 수화물 분실 & 그들의 대처법 에어캐나다(Air Canada) 항공사 이후에도 계속해서 우리는 항공사 본사와 SNS 담당자에게 메일과 메세지를 보냈지만 그들은 우리에게 짐은 추적 중이며...
91,"이럴때 항공사 마일리지 사용해야 되요. 여행 좋아하시고, 비지니스 클래스 즐겨 타고 싶으시면 리서치는 필수. 다이닝 하기 전, 콴타스... 케세이퍼시픽, 에미레이트, 에티하드, 타이항공, 말레이시아항공, 에어뉴질랜드, 버진애틀랜틱 등 주요 항공사로 현재는 1:1 비율로 변환."
92,항공금융 전문지 에어파이낸스저널에 따르면 '18년 9월 말 현재 동남아시아 항공사 가운데 에어아시아그룹 라이온에어그룹 싱가포르항공 비엣젯항공 등 4곳이 주문해놓은 항공기만 880억달러(약 98조7800억원)어치에 이른다고 합니다. 이 항공사들은 이미 보유하고 있는 항공기 전체 수량에...
93,5개 국적항공사에 과징금 16억 2천 5백만 원 부과 -  제주항공 항공위험물운송 규정위반 에 대해 과징금 90억 원 확정 - 금일 제2018-7차 항공분야 행정처분심의위원회를 개최하여 항공위험물을 승인 없이 20건을 운송한 제주항공에 대해 과징금 90억 원을 확정하였습니다. 리튬배터리 등...
94,러시아 LCC는 어떨까 궁금해서 타봣어요       ...승리 항공사... ....승리..?하하하하하하   듣던대로 짭니다 가방 여기에 안들어가면 걍 다... 뱅기..작아요 화장실 안가봤어요 자느라..  물 한잔 안주는 러시아 저가 항공사 카잔 다 와가는데 밑에 비행기 그림자가 너무 귀여워서 그만.. 다시...
95,#동아대학교 #동아대 #항공사마일리지 #마일리지적립부터_사용까지 안녕하세요! 여러분의 친구 DA;MATE입니다. () 해외여행 혹은 국내 여행에서도 단시간 이동이 필요할 때 우리는 비행기를 타곤 하죠! 그럴 때마다 소소하게 적립되는 마일리지의 정체를 아시나요? 저는 유럽여행 갈 때...
96,"바로 LCC, 소위 저비용항공사들의 많은 출현 때문인데요, 단순히 항공료가 저렴하기만한 장점뿐아니라 저비용항공사 각각마다 특별한 캐릭터를 가지고 여러기지 기발한 서비스를 제공해주는 그런 소소한 재미도 있지요, 하지만 저비용항공사를 이용할때 이런 저렴한 항공료외에 전통적(?)으로..."
97,"예약하고 항공사 마일리지 적립하기 여행갈 때 가장 기본으로 예약해야 되는 것이 항공권, 숙소이고 추가로 필요한 것은 현지에서의 교통편입니다. 미국, 유럽, 호주 등지를 가면 렌터카를 많이 이용하게 되는데 렌터카를 예약할 때도 항공사 홈페이지를 경유하면 추가로..."
98,놓고 항공사 간 경쟁이 본격화하고 있다. 14일 항공업계에 따르면 이달 말이나 내달 초 국토부가 운수권 배분 신청 접수를 할 것으로 예상되는 부산 김해공항 싱가포르 노선에는 저비용항공사(LCC)들이 대거 참여 의사를 밝히고 있는 것으로 알려졌다. 부산 싱가포르 정기편 노선은 2003년 인천...
99,보잉 737 맥스8 공포 확산 항공사 80% 운항 중단   에티오피아 항공 보잉 737 맥스8 항공기 추락 사태의 여파로 미국과 캐나다를 제외한 대부분의 항공사가 이 기종의 운항을 중단해.   12일(현지시간) 뉴욕타임스(NYT)에 따르면 현재 737 맥스8 기종을 보유하고 있는 47개 항공사...
100,너무 화가 난 그는 항공사에 피해 배상을 요구하는데요. 그러나 항공사는 규정상 배상 책임이 없다고 주장합니다. 중국 현지 공항 사정에 따른 지연이었기 때문에 항공사 책임이 없다는 거죠. 이 항공사는 중국 공항의 항공 관제통제가 지연 이유이기 때문에 항공사 책임은 면책된다고...
101,"그 렇 다 면 항공사에도 5스타가 있다는 것 알고 계셨나요? 세계 최대 공항과 항공사 서비스 평가 사이트인 스카이트랙스에서는 1999년부터 전 세계 주요 항공사에 대해 점수를 매기고 있습니다. 항공업계 각 분야 전문가들에게 의뢰해 라운지, 좌석, 기내 엔터테이먼트 항공서비스 등..."
102,"이는 전세계적으로 사고난 기종의 운항을 중단하는 항공사들이 늘어나고 있는 가운데 미국 항공사들이 괜찮다는 입장을 고수하고 있는 것에 대항해 나온 것입니다. 이들은 ""에티오피아 항공 추락사고에 대해 매우 우려하고 있으며 많은 글로벌 항공사들이 사고 기종의 운항을 중단하고 있다..."
103,비엣젯항공 서울거리예술축제는 비엣젯항공사에서 공식 협찬사로 있었기에 보다 알찬 행사가 아니였나 싶어요. 아이들도 함께 즐겼던 행사! 정말이지 비엣젯항공답게 발랄하면서 젊고 그리고 신세대 감성이 넘치는 항공사라 느껴집니다. 민영항공사이지만 저가 항공사와 달리 A320 기종도 보유하고...
104,"인천에서 클락공항 취항하는 항공사 및 신규항공사 안녕하세요 클락닷컴 유지아빠 입니다^^ 우리나라에서 필리핀으로 직항으로 연결되는 곳은 몇군데 있어요 - 마닐라 공항(총 4개의 공항) - 세부 막탄공항 - 클락국제공항 - 칼리보 공항 마닐라는 필리핀의 수도로서, 우리나라 관광객들이..."
105,"이번에 확보한 신규 운수권은 대형항공사와 저비용항공사에 공정하게 나눠지고 이는 지난 6일에 있었던 싱가포르, 몽골 외 다수의 운수권 배정때도 대형항공사와 저비용항공사에 어느정도 균형있게 배분됐기 때문이다. 그간 국토부는 공항 허브화(환승여객 유치)에 영향을 미칠 수 있는..."
106,"주로, 케세이퍼시픽, 싱가포르항공, 대한항공, 버진오스트레일리아, 콴타스에 타 항공사 이용중. 베트남 출장 가는 날... 예정된 항공편은... 항공사 입장에서는 당연히 최소 비용의 루트 제안하겠죠. (100% 동의) 3-1. 원월드인 콴타스 타고 멜번가서 케세이퍼시픽 이용해서 홍콩 -> 호치민시티..."
107,"하지만 얼리버드항공권이나 항공사 홈페이지를 들어가면 이벤트로 가격이 반값까지 한 다는 사실! 그래서 오늘은 몇 군데 항공사의 이벤트와 얼리버드항공권을 소개해 드리려고 합니다. 같이 알아보러 가 볼까요? 일단 얼리버드 항공권이란, 항공사에서 진행하는 이벤트로 영어로는 early-bird..."
108,"안녕하세요 일부항공사가 인천공항 제2터미널로 추가로 이사가면서 1터미널의 항공사체크인카운터 위치가 변경되었습니다. 2019년 2월 기준입니다. 인천공항 제1터미널 항공사체크인카운터 위치! 서쪽끝에 있던 아시아나 항공은 예전에 대한항공이 있던 A,B,C카운터 쪽으로..."
109,"https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000050171 양대 항공사 체제 무너뜨린  LCC 파워  [커버스토리=난기류 속 '항공 빅2'] -제주항공, 영업이익 아시아나 추월 신규 LCC 추가 등장으로 시장 커질 것 [한경비즈니스=이명지 기자] 지난해 항공사 영업이익 순위에서..."
110,항공사 직원이 뽑은 여름 휴가지 1위 베트남 다낭 아무래도 항공사 직원들은 타 업계에서 종사하는 분들보다 확실히 해외 여행에 많이 노출이 되어있다보니! 자연스럽게 그들이 선호하는 여행지도 궁금해지죠? 짜자잔! 출처 http://news.mk.co.kr/newsRead.php?year=2018&no=320590 하지만 이렇게 리스트로만...
111,"그동안 모으셨던 항공사 마일리지, 알차게 사용하셨나요? 일년 동안 열심히 모았으나 적시에 쓰지 못해서 아까운 마일리지를 그냥 날려버리게 될 수도 있습니다. 그러나 국내 주요 항공사인 아*아나, 대*항공은 이렇다할 특별한 대안을 내놓지 못하고 있는데요. 중앙일보에서 다른..."
112,"LCC 항공사들이 저렴한 항공권을 제공한다는 인식은 한국에서는 통하지 않는 듯 보입니다. 서비스를 최소화해 가격을 낮춘다.... ((아무리 연휴기간이라도 너무 비싼거 아닙니까?)) 국적 저비용항공사들의 경우 특가, 할인, 정상운임 등으로 나눠져있어 비교적 고정된 가격으로 항공권을..."
113,"항공사 프로모션으로 알뜰한 해외 여행을 즐겨보자! 안녕하세요~ 12월에는 많은 분들이 연말 여행, 새해 여행으로 해외 여행을 떠날 준비를 하고 있습니다! 해외 여행에서 빠질 수 없는 것이 바로 항공인데요~ 지금 여러 항공사에서는 다양한 프로모션을 진행하고 있어 오늘은 해외 여행을..."
114,"그 여자 아이의 어머니가 최근 핏불의 여l주인과 항공사, 공항을 상대로 거액의 손해배상 청구소송을 제기했다. 'oregonlive.com', 'The Sun... "" 알래스카 항공은 이 건에 대해 코멘트를 거부하고 있으나 동 항공사 홈페이지에는 사이트상에는 ""훈련된 간병 애완동물과 치료용..."
115,"항공권 가격, 무료 위탁 수화물 규정 등 반드시 고려해야 되는 사항들을 포함하여 여행지 별 best 항공사를 추천해드리겠습니다! l 중국의 대표적인 여행지 별 Best 항공사 추천 먼저 우리에게 익숙한 중국의 대표적인 여행지는 어디일까요? 매년, 수많은 국내 관광객들이 여행을 떠나는 곳이자..."
116,대부분의 항공사는 출발지에서 목적지까지의 거리에 따라 항공기가 달라진다 중국 남방항공에는 한국인 직원 분이 있으니 걱정할 필요 없다 한국... 중국 항공사뿐만 아니라 중국 브랜드에 대해서 무작정 불신하는 경우가 있다 물론 처음 접하는 것에 의심하는 것은 합당하지만 서양의 것은...
117,"동아시아 항공사들이 이코노미 좌석 넓이에 관대. 단점은 부실한 엔터테인먼트 시스템, 기내식, 라운지, 수화물, 벌크헤드, 비상구 좌석등 상위 티어 회원 혜택. 대한항공 모닝캄 유지하는거 포기할려고 했는데 1월에 타 항공사 대비 저렴해서 결국 대한항공으로 갔구요. 2월부터는..."
118,"모든 항공사가 이용할 수 있었으면 좋겠어요.   사람이 하는 일, 기계가 대신해요. 씁쓸한 지점. 체크인 카운터 거치지 않고 자동으로 인천공항 곳곳에 놓인 키오스크 기계에 여권을 스캔하고 버튼 몇 번 누르면 항공권을 손에 쥘 수 있어요. (일부 항공사는 모바일 체크인을 이용하는 방법도 있죠!)..."
